career_name,onet_soc_code,onet_title,source_domain,concept_type,external_skill_id,external_skill_name,raw_importance,normalized_importance,importance_scale_minimum,importance_scale_maximum,importance_n,importance_standard_error,importance_lower_ci,importance_upper_ci,importance_recommend_suppress,importance_not_relevant,importance_date,importance_domain_source,raw_level,normalized_level,level_scale_minimum,level_scale_maximum,level_n,level_standard_error,level_lower_ci,level_upper_ci,level_recommend_suppress,level_not_relevant,level_date,level_domain_source,recommend_suppress,not_relevant,score_eligible
Taxation Accountant,13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.1.a,Reading Comprehension,3.88,72.00,1,5,8,0.2266,3.4309,4.3191,N,,08/2026,Analyst,3.88,55.43,0,7,8,0.1250,3.6300,4.1200,N,N,08/2026,Analyst,false,false,true
Accountant (General),13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.1.b,Active Listening,3.50,62.50,1,5,8,0.1890,3.1296,3.8704,N,,08/2026,Analyst,3.62,51.71,0,7,8,0.1830,3.2664,3.9836,N,N,08/2026,Analyst,false,false,true
Management Accountant,13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.1.b,Active Listening,3.50,62.50,1,5,8,0.1890,3.1296,3.8704,N,,08/2026,Analyst,3.62,51.71,0,7,8,0.1830,3.2664,3.9836,N,N,08/2026,Analyst,false,false,true
Taxation Accountant,13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.1.b,Active Listening,3.50,62.50,1,5,8,0.1890,3.1296,3.8704,N,,08/2026,Analyst,3.62,51.71,0,7,8,0.1830,3.2664,3.9836,N,N,08/2026,Analyst,false,false,true
Accountant (General),13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.1.c,Writing,3.50,62.50,1,5,8,0.1890,3.1296,3.8704,N,,08/2026,Analyst,3.75,53.57,0,7,8,0.2500,3.2600,4.2400,N,N,08/2026,Analyst,false,false,true
Management Accountant,13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.1.c,Writing,3.50,62.50,1,5,8,0.1890,3.1296,3.8704,N,,08/2026,Analyst,3.75,53.57,0,7,8,0.2500,3.2600,4.2400,N,N,08/2026,Analyst,false,false,true
Taxation Accountant,13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.1.c,Writing,3.50,62.50,1,5,8,0.1890,3.1296,3.8704,N,,08/2026,Analyst,3.75,53.57,0,7,8,0.2500,3.2600,4.2400,N,N,08/2026,Analyst,false,false,true
Accountant (General),13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.1.d,Speaking,3.38,59.50,1,5,8,0.1830,3.0164,3.7336,N,,08/2026,Analyst,3.75,53.57,0,7,8,0.1637,3.4292,4.0708,N,N,08/2026,Analyst,false,false,true
Management Accountant,13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.1.d,Speaking,3.38,59.50,1,5,8,0.1830,3.0164,3.7336,N,,08/2026,Analyst,3.75,53.57,0,7,8,0.1637,3.4292,4.0708,N,N,08/2026,Analyst,false,false,true
Taxation Accountant,13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.1.d,Speaking,3.38,59.50,1,5,8,0.1830,3.0164,3.7336,N,,08/2026,Analyst,3.75,53.57,0,7,8,0.1637,3.4292,4.0708,N,N,08/2026,Analyst,false,false,true
Accountant (General),13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.1.e,Mathematics,3.38,59.50,1,5,8,0.2631,2.8594,3.8906,N,,08/2026,Analyst,3.38,48.29,0,7,8,0.2631,2.8594,3.8906,N,N,08/2026,Analyst,false,false,true
Management Accountant,13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.1.e,Mathematics,3.38,59.50,1,5,8,0.2631,2.8594,3.8906,N,,08/2026,Analyst,3.38,48.29,0,7,8,0.2631,2.8594,3.8906,N,N,08/2026,Analyst,false,false,true
Taxation Accountant,13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.1.e,Mathematics,3.38,59.50,1,5,8,0.2631,2.8594,3.8906,N,,08/2026,Analyst,3.38,48.29,0,7,8,0.2631,2.8594,3.8906,N,N,08/2026,Analyst,false,false,true
Accountant (General),13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.1.f,Science,1.25,6.25,1,5,8,0.1637,1.0000,1.5708,N,,08/2026,Analyst,0.75,10.71,0,7,8,0.5261,0.0000,1.7812,Y,Y,08/2026,Analyst,true,true,false
Management Accountant,13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.1.f,Science,1.25,6.25,1,5,8,0.1637,1.0000,1.5708,N,,08/2026,Analyst,0.75,10.71,0,7,8,0.5261,0.0000,1.7812,Y,Y,08/2026,Analyst,true,true,false
Taxation Accountant,13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.1.f,Science,1.25,6.25,1,5,8,0.1637,1.0000,1.5708,N,,08/2026,Analyst,0.75,10.71,0,7,8,0.5261,0.0000,1.7812,Y,Y,08/2026,Analyst,true,true,false
Accountant (General),13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.2.a,Critical Thinking,3.50,62.50,1,5,8,0.1890,3.1296,3.8704,N,,08/2026,Analyst,3.50,50.00,0,7,8,0.1890,3.1296,3.8704,N,N,08/2026,Analyst,false,false,true
Management Accountant,13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.2.a,Critical Thinking,3.50,62.50,1,5,8,0.1890,3.1296,3.8704,N,,08/2026,Analyst,3.50,50.00,0,7,8,0.1890,3.1296,3.8704,N,N,08/2026,Analyst,false,false,true
Taxation Accountant,13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.2.a,Critical Thinking,3.50,62.50,1,5,8,0.1890,3.1296,3.8704,N,,08/2026,Analyst,3.50,50.00,0,7,8,0.1890,3.1296,3.8704,N,N,08/2026,Analyst,false,false,true
Accountant (General),13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.2.b,Active Learning,3.25,56.25,1,5,8,0.1637,2.9292,3.5708,N,,08/2026,Analyst,3.25,46.43,0,7,8,0.1637,2.9292,3.5708,N,N,08/2026,Analyst,false,false,true
Management Accountant,13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.2.b,Active Learning,3.25,56.25,1,5,8,0.1637,2.9292,3.5708,N,,08/2026,Analyst,3.25,46.43,0,7,8,0.1637,2.9292,3.5708,N,N,08/2026,Analyst,false,false,true
Taxation Accountant,13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.2.b,Active Learning,3.25,56.25,1,5,8,0.1637,2.9292,3.5708,N,,08/2026,Analyst,3.25,46.43,0,7,8,0.1637,2.9292,3.5708,N,N,08/2026,Analyst,false,false,true
Accountant (General),13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.2.c,Learning Strategies,2.75,43.75,1,5,8,0.1637,2.4292,3.0708,N,,08/2026,Analyst,2.88,41.14,0,7,8,0.2266,2.4309,3.3191,N,N,08/2026,Analyst,false,false,true
Management Accountant,13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.2.c,Learning Strategies,2.75,43.75,1,5,8,0.1637,2.4292,3.0708,N,,08/2026,Analyst,2.88,41.14,0,7,8,0.2266,2.4309,3.3191,N,N,08/2026,Analyst,false,false,true
Taxation Accountant,13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.2.c,Learning Strategies,2.75,43.75,1,5,8,0.1637,2.4292,3.0708,N,,08/2026,Analyst,2.88,41.14,0,7,8,0.2266,2.4309,3.3191,N,N,08/2026,Analyst,false,false,true
Accountant (General),13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.2.d,Monitoring,3.25,56.25,1,5,8,0.1637,2.9292,3.5708,N,,08/2026,Analyst,3.62,51.71,0,7,8,0.1830,3.2664,3.9836,N,N,08/2026,Analyst,false,false,true
Management Accountant,13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.2.d,Monitoring,3.25,56.25,1,5,8,0.1637,2.9292,3.5708,N,,08/2026,Analyst,3.62,51.71,0,7,8,0.1830,3.2664,3.9836,N,N,08/2026,Analyst,false,false,true
Taxation Accountant,13-2011.00,Accountants and Auditors,onet_essential_skills,skill,2.A.2.d,Monitoring,3.25,56.25,1,5,8,0.1637,2.9292,3.5708,N,,08/2026,Analyst,3.62,51.71,0,7,8,0.1830,3.2664,3.9836,N,N,08/2026,Analyst,false,false,true
ICT Business Analyst,15-1211.00,Computer Systems Analysts,onet_essential_skills,skill,2.A.1.a,Reading Comprehension,3.88,72.00,1,5,8,0.1250,3.6300,4.1200,N,,08/2023,Analyst,4.50,64.29,0,7,8,0.1890,4.1296,4.8704,N,N,08/2023,Analyst,false,false,true
ICT Business Analyst,15-1211.00,Computer Systems Analysts,onet_essential_skills,skill,2.A.1.b,Active Listening,3.75,68.75,1,5,8,0.1637,3.4292,4.0708,N,,08/2023,Analyst,4.00,57.14,0,7,8,0.0000,4.0000,4.0000,N,N,08/2023,Analyst,false,false,true
ICT Business Analyst,15-1211.00,Computer Systems Analysts,onet_essential_skills,skill,2.A.1.c,Writing,3.38,59.50,1,5,8,0.1830,3.0164,3.7336,N,,08/2023,Analyst,4.00,57.14,0,7,8,0.0000,4.0000,4.0000,N,N,08/2023,Analyst,false,false,true
ICT Business Analyst,15-1211.00,Computer Systems Analysts,onet_essential_skills,skill,2.A.1.d,Speaking,4.00,75.00,1,5,8,0.0000,4.0000,4.0000,N,,08/2023,Analyst,4.00,57.14,0,7,8,0.0000,4.0000,4.0000,N,N,08/2023,Analyst,false,false,true
ICT Business Analyst,15-1211.00,Computer Systems Analysts,onet_essential_skills,skill,2.A.1.e,Mathematics,3.00,50.00,1,5,8,0.0000,3.0000,3.0000,N,,08/2023,Analyst,3.38,48.29,0,7,8,0.1830,3.0164,3.7336,N,N,08/2023,Analyst,false,false,true
ICT Business Analyst,15-1211.00,Computer Systems Analysts,onet_essential_skills,skill,2.A.1.f,Science,2.25,31.25,1,5,8,0.2500,1.7600,2.7400,N,,08/2023,Analyst,1.88,26.86,0,7,8,0.2950,1.2967,2.4533,N,N,08/2023,Analyst,false,false,true
ICT Business Analyst,15-1211.00,Computer Systems Analysts,onet_essential_skills,skill,2.A.2.a,Critical Thinking,3.75,68.75,1,5,8,0.1637,3.4292,4.0708,N,,08/2023,Analyst,4.00,57.14,0,7,8,0.0000,4.0000,4.0000,N,N,08/2023,Analyst,false,false,true
ICT Business Analyst,15-1211.00,Computer Systems Analysts,onet_essential_skills,skill,2.A.2.b,Active Learning,3.62,65.50,1,5,8,0.1830,3.2664,3.9836,N,,08/2023,Analyst,4.00,57.14,0,7,8,0.1890,3.6296,4.3704,N,N,08/2023,Analyst,false,false,true
ICT Business Analyst,15-1211.00,Computer Systems Analysts,onet_essential_skills,skill,2.A.2.c,Learning Strategies,3.12,53.00,1,5,8,0.1250,2.8800,3.3700,N,,08/2023,Analyst,3.00,42.86,0,7,8,0.0000,3.0000,3.0000,N,N,08/2023,Analyst,false,false,true
ICT Business Analyst,15-1211.00,Computer Systems Analysts,onet_essential_skills,skill,2.A.2.d,Monitoring,3.38,59.50,1,5,8,0.1830,3.0164,3.7336,N,,08/2023,Analyst,4.00,57.14,0,7,8,0.0000,4.0000,4.0000,N,N,08/2023,Analyst,false,false,true
Cyber Security Advice and Assessment Specialist,15-1212.00,Information Security Analysts,onet_essential_skills,skill,2.A.1.a,Reading Comprehension,4.00,75.00,1,5,8,0.0000,4.0000,4.0000,N,,08/2018,Analyst,4.12,58.86,0,7,8,0.1250,3.8800,4.3700,N,N,08/2018,Analyst,false,false,true
Cyber Security Analyst,15-1212.00,Information Security Analysts,onet_essential_skills,skill,2.A.1.a,Reading Comprehension,4.00,75.00,1,5,8,0.0000,4.0000,4.0000,N,,08/2018,Analyst,4.12,58.86,0,7,8,0.1250,3.8800,4.3700,N,N,08/2018,Analyst,false,false,true
Cyber Security Advice and Assessment Specialist,15-1212.00,Information Security Analysts,onet_essential_skills,skill,2.A.1.b,Active Listening,3.75,68.75,1,5,8,0.1637,3.4292,4.0708,N,,08/2018,Analyst,3.88,55.43,0,7,8,0.1250,3.6300,4.1200,N,N,08/2018,Analyst,false,false,true
Cyber Security Analyst,15-1212.00,Information Security Analysts,onet_essential_skills,skill,2.A.1.b,Active Listening,3.75,68.75,1,5,8,0.1637,3.4292,4.0708,N,,08/2018,Analyst,3.88,55.43,0,7,8,0.1250,3.6300,4.1200,N,N,08/2018,Analyst,false,false,true
Cyber Security Advice and Assessment Specialist,15-1212.00,Information Security Analysts,onet_essential_skills,skill,2.A.1.c,Writing,3.50,62.50,1,5,8,0.1890,3.1296,3.8704,N,,08/2018,Analyst,3.75,53.57,0,7,8,0.1637,3.4292,4.0708,N,N,08/2018,Analyst,false,false,true
Cyber Security Analyst,15-1212.00,Information Security Analysts,onet_essential_skills,skill,2.A.1.c,Writing,3.50,62.50,1,5,8,0.1890,3.1296,3.8704,N,,08/2018,Analyst,3.75,53.57,0,7,8,0.1637,3.4292,4.0708,N,N,08/2018,Analyst,false,false,true
Cyber Security Advice and Assessment Specialist,15-1212.00,Information Security Analysts,onet_essential_skills,skill,2.A.1.d,Speaking,3.62,65.50,1,5,8,0.1830,3.2664,3.9836,N,,08/2018,Analyst,3.75,53.57,0,7,8,0.1637,3.4292,4.0708,N,N,08/2018,Analyst,false,false,true
Cyber Security Analyst,15-1212.00,Information Security Analysts,onet_essential_skills,skill,2.A.1.d,Speaking,3.62,65.50,1,5,8,0.1830,3.2664,3.9836,N,,08/2018,Analyst,3.75,53.57,0,7,8,0.1637,3.4292,4.0708,N,N,08/2018,Analyst,false,false,true
Cyber Security Advice and Assessment Specialist,15-1212.00,Information Security Analysts,onet_essential_skills,skill,2.A.1.e,Mathematics,2.25,31.25,1,5,8,0.1637,1.9292,2.5708,N,,08/2018,Analyst,2.38,34.00,0,7,8,0.2631,1.8594,2.8906,N,N,08/2018,Analyst,false,false,true
Cyber Security Analyst,15-1212.00,Information Security Analysts,onet_essential_skills,skill,2.A.1.e,Mathematics,2.25,31.25,1,5,8,0.1637,1.9292,2.5708,N,,08/2018,Analyst,2.38,34.00,0,7,8,0.2631,1.8594,2.8906,N,N,08/2018,Analyst,false,false,true
Cyber Security Advice and Assessment Specialist,15-1212.00,Information Security Analysts,onet_essential_skills,skill,2.A.1.f,Science,1.88,22.00,1,5,8,0.2266,1.4309,2.3191,N,,08/2018,Analyst,1.62,23.14,0,7,8,0.3750,0.8900,2.3600,N,N,08/2018,Analyst,false,false,true
Cyber Security Analyst,15-1212.00,Information Security Analysts,onet_essential_skills,skill,2.A.1.f,Science,1.88,22.00,1,5,8,0.2266,1.4309,2.3191,N,,08/2018,Analyst,1.62,23.14,0,7,8,0.3750,0.8900,2.3600,N,N,08/2018,Analyst,false,false,true
Cyber Security Advice and Assessment Specialist,15-1212.00,Information Security Analysts,onet_essential_skills,skill,2.A.2.a,Critical Thinking,3.88,72.00,1,5,8,0.1250,3.6300,4.1200,N,,08/2018,Analyst,4.12,58.86,0,7,8,0.1250,3.8800,4.3700,N,N,08/2018,Analyst,false,false,true
Cyber Security Analyst,15-1212.00,Information Security Analysts,onet_essential_skills,skill,2.A.2.a,Critical Thinking,3.88,72.00,1,5,8,0.1250,3.6300,4.1200,N,,08/2018,Analyst,4.12,58.86,0,7,8,0.1250,3.8800,4.3700,N,N,08/2018,Analyst,false,false,true
Cyber Security Advice and Assessment Specialist,15-1212.00,Information Security Analysts,onet_essential_skills,skill,2.A.2.b,Active Learning,3.25,56.25,1,5,8,0.1637,2.9292,3.5708,N,,08/2018,Analyst,3.88,55.43,0,7,8,0.1250,3.6300,4.1200,N,N,08/2018,Analyst,false,false,true
Cyber Security Analyst,15-1212.00,Information Security Analysts,onet_essential_skills,skill,2.A.2.b,Active Learning,3.25,56.25,1,5,8,0.1637,2.9292,3.5708,N,,08/2018,Analyst,3.88,55.43,0,7,8,0.1250,3.6300,4.1200,N,N,08/2018,Analyst,false,false,true
Cyber Security Advice and Assessment Specialist,15-1212.00,Information Security Analysts,onet_essential_skills,skill,2.A.2.c,Learning Strategies,2.88,47.00,1,5,8,0.1250,2.6300,3.1200,N,,08/2018,Analyst,3.12,44.57,0,7,8,0.1250,2.8800,3.3700,N,N,08/2018,Analyst,false,false,true
Cyber Security Analyst,15-1212.00,Information Security Analysts,onet_essential_skills,skill,2.A.2.c,Learning Strategies,2.88,47.00,1,5,8,0.1250,2.6300,3.1200,N,,08/2018,Analyst,3.12,44.57,0,7,8,0.1250,2.8800,3.3700,N,N,08/2018,Analyst,false,false,true
Cyber Security Advice and Assessment Specialist,15-1212.00,Information Security Analysts,onet_essential_skills,skill,2.A.2.d,Monitoring,3.38,59.50,1,5,8,0.1830,3.0164,3.7336,N,,08/2018,Analyst,3.88,55.43,0,7,8,0.2266,3.4309,4.3191,N,N,08/2018,Analyst,false,false,true
Cyber Security Analyst,15-1212.00,Information Security Analysts,onet_essential_skills,skill,2.A.2.d,Monitoring,3.38,59.50,1,5,8,0.1830,3.0164,3.7336,N,,08/2018,Analyst,3.88,55.43,0,7,8,0.2266,3.4309,4.3191,N,N,08/2018,Analyst,false,false,true
Data Architect,15-1243.00,Database Architects,onet_essential_skills,skill,2.A.1.a,Reading Comprehension,3.88,72.00,1,5,8,0.1250,3.6300,4.1200,N,,08/2023,Analyst,4.12,58.86,0,7,8,0.1250,3.8800,4.3700,N,N,08/2023,Analyst,false,false,true
Data Architect,15-1243.00,Database Architects,onet_essential_skills,skill,2.A.1.b,Active Listening,3.50,62.50,1,5,8,0.1890,3.1296,3.8704,N,,08/2023,Analyst,3.75,53.57,0,7,8,0.1637,3.4292,4.0708,N,N,08/2023,Analyst,false,false,true
Data Architect,15-1243.00,Database Architects,onet_essential_skills,skill,2.A.1.c,Writing,3.12,53.00,1,5,8,0.1250,2.8800,3.3700,N,,08/2023,Analyst,3.88,55.43,0,7,8,0.1250,3.6300,4.1200,N,N,08/2023,Analyst,false,false,true
Data Architect,15-1243.00,Database Architects,onet_essential_skills,skill,2.A.1.d,Speaking,3.50,62.50,1,5,8,0.1890,3.1296,3.8704,N,,08/2023,Analyst,3.88,55.43,0,7,8,0.1250,3.6300,4.1200,N,N,08/2023,Analyst,false,false,true
Data Architect,15-1243.00,Database Architects,onet_essential_skills,skill,2.A.1.e,Mathematics,3.00,50.00,1,5,8,0.0000,3.0000,3.0000,N,,08/2023,Analyst,3.12,44.57,0,7,8,0.1250,2.8800,3.3700,N,N,08/2023,Analyst,false,false,true
Data Architect,15-1243.00,Database Architects,onet_essential_skills,skill,2.A.1.f,Science,1.88,22.00,1,5,8,0.1250,1.6300,2.1200,N,,08/2023,Analyst,1.75,25.00,0,7,8,0.3134,1.1358,2.3642,N,N,08/2023,Analyst,false,false,true
Data Architect,15-1243.00,Database Architects,onet_essential_skills,skill,2.A.2.a,Critical Thinking,3.88,72.00,1,5,8,0.1250,3.6300,4.1200,N,,08/2023,Analyst,3.88,55.43,0,7,8,0.1250,3.6300,4.1200,N,N,08/2023,Analyst,false,false,true
Data Architect,15-1243.00,Database Architects,onet_essential_skills,skill,2.A.2.b,Active Learning,3.25,56.25,1,5,8,0.1637,2.9292,3.5708,N,,08/2023,Analyst,3.62,51.71,0,7,8,0.1830,3.2664,3.9836,N,N,08/2023,Analyst,false,false,true
Data Architect,15-1243.00,Database Architects,onet_essential_skills,skill,2.A.2.c,Learning Strategies,2.88,47.00,1,5,8,0.1250,2.6300,3.1200,N,,08/2023,Analyst,3.00,42.86,0,7,8,0.0000,3.0000,3.0000,N,N,08/2023,Analyst,false,false,true
Data Architect,15-1243.00,Database Architects,onet_essential_skills,skill,2.A.2.d,Monitoring,3.12,53.00,1,5,8,0.1250,2.8800,3.3700,N,,08/2023,Analyst,3.62,51.71,0,7,8,0.1830,3.2664,3.9836,N,N,08/2023,Analyst,false,false,true
Data Engineer,15-1243.01,Data Warehousing Specialists,onet_essential_skills,skill,2.A.1.a,Reading Comprehension,3.88,72.00,1,5,8,0.1250,3.6300,4.1200,N,,08/2018,Analyst,4.00,57.14,0,7,8,0.0000,4.0000,4.0000,N,N,08/2018,Analyst,false,false,true
Data Engineer,15-1243.01,Data Warehousing Specialists,onet_essential_skills,skill,2.A.1.b,Active Listening,3.50,62.50,1,5,8,0.2673,2.9762,4.0238,N,,08/2018,Analyst,3.62,51.71,0,7,8,0.2631,3.1094,4.1406,N,N,08/2018,Analyst,false,false,true
Data Engineer,15-1243.01,Data Warehousing Specialists,onet_essential_skills,skill,2.A.1.c,Writing,3.25,56.25,1,5,8,0.1637,2.9292,3.5708,N,,08/2018,Analyst,3.38,48.29,0,7,8,0.2631,2.8594,3.8906,N,N,08/2018,Analyst,false,false,true
Data Engineer,15-1243.01,Data Warehousing Specialists,onet_essential_skills,skill,2.A.1.d,Speaking,3.38,59.50,1,5,8,0.1830,3.0164,3.7336,N,,08/2018,Analyst,3.62,51.71,0,7,8,0.1830,3.2664,3.9836,N,N,08/2018,Analyst,false,false,true
Data Engineer,15-1243.01,Data Warehousing Specialists,onet_essential_skills,skill,2.A.1.e,Mathematics,3.00,50.00,1,5,8,0.0000,3.0000,3.0000,N,,08/2018,Analyst,3.25,46.43,0,7,8,0.1637,2.9292,3.5708,N,N,08/2018,Analyst,false,false,true
Data Engineer,15-1243.01,Data Warehousing Specialists,onet_essential_skills,skill,2.A.1.f,Science,1.88,22.00,1,5,8,0.3504,1.1883,2.5617,N,,08/2018,Analyst,1.25,17.86,0,7,8,0.5261,0.2188,2.2812,Y,N,08/2018,Analyst,true,false,false
Data Engineer,15-1243.01,Data Warehousing Specialists,onet_essential_skills,skill,2.A.2.a,Critical Thinking,3.88,72.00,1,5,8,0.1250,3.6300,4.1200,N,,08/2018,Analyst,3.88,55.43,0,7,8,0.1250,3.6300,4.1200,N,N,08/2018,Analyst,false,false,true
Data Engineer,15-1243.01,Data Warehousing Specialists,onet_essential_skills,skill,2.A.2.b,Active Learning,3.00,50.00,1,5,8,0.0000,3.0000,3.0000,N,,08/2018,Analyst,3.25,46.43,0,7,8,0.1637,2.9292,3.5708,N,N,08/2018,Analyst,false,false,true
Data Engineer,15-1243.01,Data Warehousing Specialists,onet_essential_skills,skill,2.A.2.c,Learning Strategies,2.62,40.50,1,5,8,0.1830,2.2664,2.9836,N,,08/2018,Analyst,2.75,39.29,0,7,8,0.1637,2.4292,3.0708,N,N,08/2018,Analyst,false,false,true
Data Engineer,15-1243.01,Data Warehousing Specialists,onet_essential_skills,skill,2.A.2.d,Monitoring,2.88,47.00,1,5,8,0.1250,2.6300,3.1200,N,,08/2018,Analyst,3.12,44.57,0,7,8,0.2266,2.6809,3.5691,N,N,08/2018,Analyst,false,false,true
DevOps Engineer,15-1252.00,Software Developers,onet_essential_skills,skill,2.A.1.a,Reading Comprehension,3.50,62.50,1,5,8,0.1890,3.1296,3.8704,N,,08/2025,Analyst,4.25,60.71,0,7,8,0.2500,3.7600,4.7400,N,N,08/2025,Analyst,false,false,true
Software Engineer,15-1252.00,Software Developers,onet_essential_skills,skill,2.A.1.a,Reading Comprehension,3.50,62.50,1,5,8,0.1890,3.1296,3.8704,N,,08/2025,Analyst,4.25,60.71,0,7,8,0.2500,3.7600,4.7400,N,N,08/2025,Analyst,false,false,true
DevOps Engineer,15-1252.00,Software Developers,onet_essential_skills,skill,2.A.1.b,Active Listening,3.38,59.50,1,5,8,0.1830,3.0164,3.7336,N,,08/2025,Analyst,3.88,55.43,0,7,8,0.2266,3.4309,4.3191,N,N,08/2025,Analyst,false,false,true
Software Engineer,15-1252.00,Software Developers,onet_essential_skills,skill,2.A.1.b,Active Listening,3.38,59.50,1,5,8,0.1830,3.0164,3.7336,N,,08/2025,Analyst,3.88,55.43,0,7,8,0.2266,3.4309,4.3191,N,N,08/2025,Analyst,false,false,true
DevOps Engineer,15-1252.00,Software Developers,onet_essential_skills,skill,2.A.1.c,Writing,3.25,56.25,1,5,8,0.1637,2.9292,3.5708,N,,08/2025,Analyst,3.62,51.71,0,7,8,0.1830,3.2664,3.9836,N,N,08/2025,Analyst,false,false,true
Software Engineer,15-1252.00,Software Developers,onet_essential_skills,skill,2.A.1.c,Writing,3.25,56.25,1,5,8,0.1637,2.9292,3.5708,N,,08/2025,Analyst,3.62,51.71,0,7,8,0.1830,3.2664,3.9836,N,N,08/2025,Analyst,false,false,true
DevOps Engineer,15-1252.00,Software Developers,onet_essential_skills,skill,2.A.1.d,Speaking,3.12,53.00,1,5,8,0.1250,2.8800,3.3700,N,,08/2025,Analyst,3.62,51.71,0,7,8,0.1830,3.2664,3.9836,N,N,08/2025,Analyst,false,false,true
Software Engineer,15-1252.00,Software Developers,onet_essential_skills,skill,2.A.1.d,Speaking,3.12,53.00,1,5,8,0.1250,2.8800,3.3700,N,,08/2025,Analyst,3.62,51.71,0,7,8,0.1830,3.2664,3.9836,N,N,08/2025,Analyst,false,false,true
DevOps Engineer,15-1252.00,Software Developers,onet_essential_skills,skill,2.A.1.e,Mathematics,2.75,43.75,1,5,8,0.2500,2.2600,3.2400,N,,08/2025,Analyst,3.25,46.43,0,7,8,0.3134,2.6358,3.8642,N,N,08/2025,Analyst,false,false,true
Software Engineer,15-1252.00,Software Developers,onet_essential_skills,skill,2.A.1.e,Mathematics,2.75,43.75,1,5,8,0.2500,2.2600,3.2400,N,,08/2025,Analyst,3.25,46.43,0,7,8,0.3134,2.6358,3.8642,N,N,08/2025,Analyst,false,false,true
DevOps Engineer,15-1252.00,Software Developers,onet_essential_skills,skill,2.A.1.f,Science,2.12,28.00,1,5,8,0.3981,1.3447,2.9053,N,,08/2025,Analyst,1.88,26.86,0,7,8,0.6105,0.6783,3.0717,Y,N,08/2025,Analyst,true,false,false
